BR 10 2019 020973 9,04/10/2019,SISTEMA DE GERAÇÃO DE ENERGIA ALIMENTADO A ETANOL PARA USO ESTACIONÁRIO OU EXTENSÃO DE AUTONOMIA EM VEÍCULOS PESADOS ELETRIFICADOS E MÉTODO DE CONTROLE INTELIGENTE,B64D 43/02
BR 11 2021 004447 7,10/09/2019,MÉTODO DE PRODUÇÃO DE ETANOL,C12P 7/10
BR 11 2021 001282 6,22/07/2019,LEVEDURA EXPRESSANDO ENZIMAS PARA PRODUÇÃO DE ETANOL,C12P 7/06
BR 11 2020 022956 3,26/06/2019,PROCESSO PARA A RECUPERAÇÃO/PURIFICAÇÃO DE ACRILATOS LEVES A PARTIR DE UMA MISTURA DE REAÇÃO RESULTANTE DA ESTERIFICAÇÃO DE ÁCIDO ACRÍLICO COM METANOL OU ETANOL,C07C 67/08
BR 11 2020 024118 0,21/05/2019,SUPEREXPRESSÃO DO ATIVADOR/REPRESSOR TRANSCRICIONAL GIS1 EM LEVEDURA PARA PRODUÇÃO AUMENTADA DE ETANOL,C12N 1/18
BR 11 2020 024215 2,21/05/2019,PROCESSO DE EXTRAÇÃO PARCIAL DE BUTANOL DE UMA SOLUÇÃO AQUOSA QUE COMPREENDE ETANOL E BUTANOL,C07C 29/74
BR 11 2020 019257 0,27/03/2019,MÉTODOS PARA PRODUÇÃO DE ETANOL USANDO LEVEDURA MANIPULADA,C12N 9/02
BR 10 2019 005092 6,15/03/2019,PRODUÇÃO DE ETANOL DE SEGUNDA GERAÇÃO A PARTIR DA BIOCONVERSÃO DA FOLHA DO COQUEIRO COMO BIOMASSA LIGNOCELULÓSICA,C12P 7/10
BR 10 2019 004773 9,12/03/2019,MÉTODO MELHORADO PARA A PRODUÇÃO DE ETANOL DE SEGUNDA GERAÇÃO A PARTIR DA BIOMASSA LIGNOCELULÓSICA,C12P 7/10
BR 11 2020 018041 6,04/03/2019,COMPOSIÇÕES E MÉTODOS PARA AUMENTAR A PRODUÇÃO DE ETANOL POR MEIO DE LEVEDURA COM O USO DE GCY1 E DAK1,C12N 9/12
BR 11 2020 016677 4,15/02/2019,LEVEDURA MELHORADA PARA A PRODUÇÃO DE ETANOL,C12P 7/06
BR 11 2020 015348 6,29/01/2019,MICRORGANISMOS COM UTILIZAÇÃO DE NITROGÊNIO MELHORADA PARA PRODUÇÃO DE ETANOL,C12N 1/16
BR 11 2019 018873 8,25/01/2019,PROCESSO PARA PRODUÇÃO DE ETANOL COMBUSTÍVEL COM O USO DE AMIDO DE MILHO COMO MATÉRIA-PRIMA.,C12P 7/06
BR 11 2020 015444 0,23/01/2019,"MÉTODO PARA CONTROLAR O CRESCIMENTO DE PELO MENOS UM MICRORGANISMO EM UM PRODUTO, MÉTODO PARA CONTROLAR O CRESCIMENTO DE PELO MENOS UM MICRORGANISMO CONTAMINANTE EM UM ESTOQUE DE ABASTECIMENTO CONTENDO CARBOIDRATO FERMENTÁVEL, MÉTODO PARA PRODUZIR ETANOL POR FERMENTAÇÃO COM CRESCIMENTO CONTROLADO DE MICRORGANISMOS CONTAMINANTES E SOLUÇÃO AQUOSA",A01N 33/14
BR 10 2018 075756 3,11/12/2018,PROCESSO DE EXTRAÇÃO DE GERANILGERANIOL E TOCOTRIENÓIS A PARTIR DE SEMENTES OU CORANTE DE URUCUM (BIXA ORELLANA L.) UTILIZANDO ETANOL,C07C 29/80
BR 10 2018 075643 5,10/12/2018,PROCESSO DE OBTENÇÃO DE ETANOL COM LIGNINA E FURFURAL COMO SUBPRODUTOS ATRAVÉS DO USO DE EUCALIPTO COMO INSUMO PRINCIPAL,C12P 7/06
BR 10 2018 071270 5,16/10/2018,PROCESSO DE OBTENÇÃO DE BIODIESEL UTILIZANDO ETANOL E ÓLEO DE LINHAÇA,C10L 1/26
BR 11 2020 003530 0,25/09/2018,PRODUÇÃO DE ETANOL LIVRE DE GLICEROL APERFEIÇOADO,C12N 15/81
BR 11 2020 004870 4,14/09/2018,MÉTODO PARA A PRODUÇÃO DE ETANOL E LÍQUIDOS DE FERMENTAÇÃO DE ETANOL,C12P 7/08
BR 11 2021 004433 7,10/09/2018,"MÉTODO PARA PREPARAR CERVEJA TENDO UM TEOR DE ETANOL DE 0 A 1,0% EM VOLUME E CERVEJA TENDO UM TEOR DE ETANOL DE 0 A 1,0% EM VOLUME",C12C 12/04
BR 11 2020 004997 2,04/09/2018,POLÍMERO E FORMA DE DOSAGEM COM PROPRIEDADES DE LIBERAÇÃO SUSTENTADA E RESISTÊNCIA CONTRA A INFLUÊNCIA DE ETANOL,C08F 220/18
BR 11 2020 004021 5,21/08/2018,"CÉLULAS DE LEVEDURA MODIFICADA QUE COMPREENDE TRANSPORTADORES MEDIADOS POR ATP ESPECÍFICOS PARA GLICOSE, MÉTODO PARA AUMENTAR A QUANTIDADE DE ETANOL PRODUZIDO POR CÉLULAS CULTIVADAS EM UM SUBSTRATO DE HIDROLISADO DE AMIDO E MÉTODO DE PRODUÇÃO DE ETANOL EM UMA FERMENTAÇÃO DE HIDROLISADO DE AMIDO",C07K 14/415
BR 11 2020 002506 2,08/08/2018,PRODUÇÃO DE ETANOL AUMENTADA PELA LEVEDURA QUE ABRIGA ALELOS MAL ATIVADORES DE TRANSCRIÇÃO CONSTITUTIVOS,C12N 1/16
BR 11 2021 001226 5,27/07/2018,"CATALISADOR PARA PRODUZIR ETILBENZENO A PARTIR DE ETANOL E BENZENO, SEU MÉTODO DE PREPARO E USO",B01J 29/40
BR 11 2019 026388 8,13/06/2018,PROCESSOS PARA REDUZIR OXIDAÇÃO BIOCATALÍTICA DE ÁLCOOL E DE ETANOL,C12P 7/04
BR 11 2019 025391 2,01/06/2018,LEVEDURA MELHORADA PARA A PRODUÇÃO DE ETANOL,C12P 7/06
BR 11 2019 023394 6,09/05/2018,SISTEMAS E MÉTODOS PARA A PREPARAÇÃO DE BEBIDAS CONTENDO ETANOL,C12G 3/04
BR 11 2019 023085 8,04/05/2018,"LEVEDURA GENETICAMENTE MODIFICADA, E, PROCESSO PARA FABRICAR ETANOL.",C12N 9/00
BR 11 2019 022276 6,26/04/2018,PROCESSO PARA A PREPARAÇÃO DE ETANOL DEUTERADO A PARTIR DE D2O,B01J 23/06
BR 11 2019 022269 3,26/04/2018,PROCESSO PARA A PREPARAÇÃO DE ETANOL DEUTERADO A PARTIR DE D2,B01J 23/06
BR 20 2018 007915 3,19/04/2018,IMPLEMENTO AGRÍCOLA PARA PREPARAÇÃO DE UMA SOLUÇÃO AQUOSA A PARTIR DE RESÍDUOS LÍQUIDOS DE PRODUÇÃO DE ETANOL,A01C 3/02
BR 10 2018 007340 0,12/04/2018,USINA E PROCESSO DE PRODUÇÃO DE HIDROGÊNIO E METANO EXTRAÍDO DA VINHAÇA QUE É UM SUB PRODUTO DA PRODUÇÃO DE ETANOL,C01B 3/24
BR 11 2018 075838 8,20/02/2018,"MÉTODO PARA SEPARAR ETANOL DE BIOMASSA FERMENTADA, E APARELHO PARA SEPARAR UM PRODUTO DE FERMENTAÇÃO DE BIOMASSA FERMENTADA",B01D 3/00
BR 11 2019 015445 0,30/01/2018,"PLANTA DE MILHO TRANSGÊNICA, CÉLULA DE PLANTA, UM TECIDO, UMA PARTE QUE PODE SER COLHIDA OU UMA SEMENTE DA MESMA, ÁCIDO NUCLEICO, CASSETE DE EXPRESSÃO, VETOR, USO DOS MESMOS E MÉTODOS PARA PRODUÇÃO DE UMA PLANTA DE MILHO TRANSGÊNICA, PARA APERFEIÇOAMENTO DE TOLERÂNCIA AO ESTRESSE ABIÓTICO E/OU PARA AUMENTO DE POTENCIAL DE RENDIMENTO DA MESMA E PARA PRODUÇÃO DE ETANOL OU METANO OU PARA A PRODUÇÃO DE RAÇÃO ANIMAL",C12N 15/82
BR 11 2019 014115 4,24/01/2018,"PROCESSO PARA OBTENÇÃO E SELEÇÃO DE CEPAS DE LEVEDURA, CEPA DE LEVEDURA, LEVEDURA OBTIDA POR CULTURA DE UMA CEPA, USO DE UMA CEPA OU DE UMA LEVEDURA, E, PROCESSO PARA PRODUÇÃO DE PRODUTOS DE FERMENTAÇÃO OU DE ETANOL.",C12R 1/865
BR 10 2018 001109 0,19/01/2018,"COMPOSTO A BASE DE PERBORATO DE SÓDIO, QUE COMO UM AGENTE OXIDANTE, SERÁ O DOADOR DE OXIGENIO REATIVO, COM A FUNÇÃO DE CONTROLAR A INFECÇÃO NO PROCESSO FERMENTATIVO DE FABRICAÇÃO DE ETANOL E SEUS DERIVADOS",A01N 59/14
BR 10 2017 028628 2,29/12/2017,MÉTODO DE PREAQUECIMENTO DE COMBUSTÍVEL PARA INJEÇÃO EM UM MOTOR A COMBUSTÃO BICOMBUSTÍVEL E MÉTODO PARA DETERMINAR O TEOR DE ETANOL NO REFERIDO COMBUSTÍVEL,F02D 19/06
BR 10 2017 027916 2,22/12/2017,PRODUÇÃO SIMULTÂNEA DE ETANOL 2G E XILITOL A PARTIR DA FIBRA E BAGAÇO DE SISAL (AGAVE SISALANA),C12P 7/10
BR 10 2017 027504 3,19/12/2017,PROCESSO DE PRODUÇÃO DE ETANOL DE SEGUNDA GERAÇÃO A PARTIR DE EMBALAGEM CARTONADA LONGA VIDA,C12P 7/10
BR 11 2019 010526 3,18/12/2017,PRODUÇÃO APRIMORADA DE ETANOL LIVRE DE GLICEROL,C12N 9/12
BR 11 2019 012291 5,15/12/2017,MÉTODO PARA AUMENTAR A PRODUÇÃO DE ETANOL A PARTIR DE FIBRA DE MILHO EM UM PROCESSO DE HIDRÓLISE DE AMIDO,C12P 19/02
BR 11 2019 011612 5,06/12/2017,PROCESSOS MELHORADOS PARA A PRODUÇÃO DE ETANOL A PARTIR DE SUBSTRATOS CELULÓSICOS QUE CONTÊM XILOSE COM O USO DE CEPAS DE LEVEDURA GENETICAMENTE MODIFICADAS,C12P 7/06
BR 11 2019 007921 1,17/10/2017,MÉTODOS PARA REDUZIR ESPUMA DURANTE A FERMENTAÇÃO DE ETANOL,C12P 7/06
BR 11 2019 006121 5,17/10/2017,MÉTODO PARA PRODUZIR ETANOL A PARTIR DE BIOMASSA,C12P 7/10
BR 11 2019 008001 5,16/10/2017,"FORMULAÇÕES DE ENXAGUATÓRIO BUCAL COM TEOR REDUZIDO DE ETANOL, SEUS USOS E MÉTODOS DE REDUÇÃO DE MICROORGANISMOS BUCAIS",A61K 8/34
BR 11 2018 013770 7,12/10/2017,"COMPOSIÇÃO DE ENZIMA DE SACARIFICAÇÃO, MISTURA DE REAÇÃO DE SACARIFICAÇÃO E MÉTODOS PARA PRODUZIR SACARÍDEO E ETANOL",C13K 1/02
BR 10 2017 021257 2,03/10/2017,"PROCESSO INTEGRADO À PRODUÇÃO DE ETANOL CELULÓSICO, LIGNINA E SEUS DERIVADOS PARA PRODUÇÃO DE BIOMASSA DE LEVEDURAS E COPRODUTOS OBTIDOS A PARTIR DE SUBSTRATOS HEMICELULÓSICOS",C12P 7/10
BR 13 2017 020176 6,21/09/2017,MICRO-ORGANISMO RECOMBINANTE PARA OBTENÇÃO DE ETANOL 2G E USO DO MICRO-ORGANISMO,C12N 1/16
BR 11 2019 005178 3,15/09/2017,"LEVEDURA GENETICAMENTE MODIFICADA, E, PROCESSO PARA PRODUZIR ETANOL.",C12N 9/04
BR 10 2017 018171 5,24/08/2017,"PROCESSOS PARA PURIFICAÇÃO E DESIDRATAÇÃO DE ETANOL HIDRATADO, PROCESSO PARA PRODUÇÃO DE ETANOL ANIDRO E USOS DE BAUXITA ATIVADA",B01J 8/02
BR 11 2019 002829 3,07/08/2017,"MÉTODO PARA PREPARAÇÃO DE DERIVADOS DE 2,3-DI-HIDRO-1-BENZOFURANO SUBSTITUÍDO POR CICLIZAÇÃO DE SAIS DE ETANOL 2-(2-DIAZÔNIO-6-FENIL SUBSTITUÍDO)",C07D 307/79
BR 10 2017 016415 2,31/07/2017,"PROCESSO DE REAPROVEITAMENTO DE BIOMASSA DE LEVEDO, COM SEPARAÇÃO DE SÓLIDOS ANTES DA DESTILAÇÃO E RECUPERAÇÃO DE ETANOL DO BOLO ÚMIDO, NA INTEGRAÇÃO DE FERMENTAÇÕES ALCOÓLICAS DE CANA E SUBSTRATOS AMILÁCEOS",C12P 7/14
BR 11 2019 000588 9,13/07/2017,"ETANOLOGÊNIO PARA INIBIR BACTÉRIAS DO ÁCIDO LÁCTICO CONTAMINANTES, ETANOLOGÊNIO PARA O USO EM UM PROCESSO DE FABRICAÇÃO DE ETANOL, MÉTODO DE INIBIR BACTÉRIAS DO ÁCIDO LÁCTICO CONTAMINANTES EM UM PROCESSO DE FABRICAÇÃO DE BIOCOMBUSTIVEL, MÉTODO DE REDUZIR A PRODUÇÃO DE LACTATO E ACETATO EM UM PROCESSO DE FABRICAÇÃO DE BIOCOMBUSTIVEL",C12P 7/06
BR 11 2018 076362 4,27/06/2017,"MÉTODO DE FLUXO PISTONADO VERTICAL PARA PRODUÇÃO SIMULTÂNEA DE ETANOL E UM PRODUTO DE TRANSFORMAÇÃO FERMENTADO, SÓLIDO DO SUBSTRATO",C12P 1/02
BR 11 2018 076592 9,26/06/2017,PROCESSO DE PRODUÇÃO DE BUTADIENO A PARTIR DE ETANOL INTEGRADO COM DESTILAÇÃO EXTRATIVA,C07C 1/20
BR 11 2018 076607 0,26/06/2017,PROCESSO DE PRODUÇÃO DE BUTADIENO PARTINDO DE ETANOL QUE COMPREENDE UMA PURIFICAÇÃO DE UM EFLUENTE RICO EM BUTADIENO POR DESTILAÇÃO COM EXTRAÇÃO,C07C 1/20
BR 11 2018 076413 2,20/06/2017,PROCESSO DE PRODUÇÃO DE ETANOL A PARTIR DE MILHO.,C12P 7/06
BR 11 2018 076398 5,20/06/2017,PROCESSO DE ETANOL DE MOAGEM A SECO.,C12P 7/06
BR 11 2018 075819 1,12/06/2017,"MISTURA DE REAÇÃO DE SACARIFICAÇÃO, COMPOSIÇÃO DE ENZIMAS DE SACARIFICAÇÃO, MÉTODO PARA PRODUÇÃO DE AÇÚCAR E MÉTODO PARA PRODUÇÃO DE ETANOL",C12N 9/26
BR 10 2017 011800 2,02/06/2017,PROCESSO PARA PRODUÇÃO DE AÇÚCAR E ETANOL A PARTIR DE SOLUÇÕES IMPURAS DE SACAROSE DE CANA-DE-AÇÚCAR CONTENDO NÍVEIS ELEVADOS DE NÃO-SACAROSE,C12P 19/12
BR 11 2018 074614 2,30/05/2017,MÉTODO PARA A REFORMA A VAPOR DE ETANOL,C01B 3/32
BR 11 2018 076492 2,08/05/2017,LEVEDURA RECOMBINANTE E MÉTODO PARA A PRODUÇÃO DE ETANOL USANDO A MESMA,C12P 7/10
BR 10 2017 007911 2,17/04/2017,"COMPOSTO A BASE DE D-LIMONENO (DA CLASSE DOS TERPENOS), COM DUPLA FINALIDADE QUANDO DOSADO EM MOENDAS E DIFUSORES, NAS USINAS DE AÇUCAR E ETANOL PARA AUMENTO DA EXTRAÇÃO DA SACAROSE E DIMINUIÇÃO DA UMIDADE DO BAGAÇO FINAL",C13B 10/00
BR 11 2018 067862 7,03/03/2017,MÉTODO PARA MELHORAR A EFICIÊNCIA DE PRODUÇÃO DE ETANOL POR LEVEDURA.,C12N 1/16
BR 10 2017 002910 7,14/02/2017,PRODUÇÃO DE ETANOL POR ZYMOMONAS MOBILIS EM FERMENTAÇÕES SUBMERSAS COM SUPORTE SÓLIDO A PARTIR DE HIDROLISADO ÁCIDO DE RESÍDUOS LIGNOCELULÓSICOS,C12P 7/06
BR 10 2017 000164 4,04/01/2017,SISTEMA CATALÍTICO E PROCESSO PARA PRODUÇÃO DE OLEFINAS LEVES A PARTIR DE ETANOL,B01J 21/04
BR 10 2016 029286 7,14/12/2016,PROCESSO DE OBTENÇÃO DE ETANOL A PARTIR DO HIDROLISADO HEMICELULÓSICO DO BAGAÇO DE CANA-DE-AÇÚCAR,C12P 7/10
BR 11 2018 012411 7,05/12/2016,PROCESSO PARA PREPARAÇÃO DE ETANOL A PARTIR DE BIOMASSA E DE CANA-DE-AÇÚCAR,C12P 7/08
BR 11 2018 010628 3,23/11/2016,MÉTODOS E SISTEMAS PARA TRITURAÇÃO DE MILHO E PRODUÇÃO DE ETANOL A PARTIR DOS MESMOS,B02C 9/00
BR 11 2018 010387 0,22/11/2016,LEVEDURA GENETICAMENTE MODIFICADA E PROCESSO PARA FABRICAR ETANOL,C12P 7/06
BR 10 2016 026020 5,07/11/2016,FORMULAÇÃO ANTIMICROBIANA DE ORIGEM NATURAL PARA CONTROLE DE MICRORGANISMOS CONTAMINANTES NA PRODUÇÃO DE ETANOL,A01N 65/00
BR 10 2016 025889 8,04/11/2016,MÉTODO DE SUPLEMENTAÇÃO DE MEIOS DE CULTIVO COM ETANOL E LAURIL GLICOSÍDEO PARA AUMENTAR A DIFUSÃO DE OXIGÊNIO E ESTIMULAR A PRODUÇÃO DE BIOPOLÍMERO,C12P 19/04
BR 10 2016 025442 6,31/10/2016,"LEVEDURA INDUSTRIAL GENETICAMENTE MODIFICADA LVY142 COM A VIA OXI-REDUTIVA DE CONVERSÃO DE XILOSE, CASSETE DE EXPRESSÃO GÊNICA, PROCESSO DE OBTENÇÃO DE ETANOL 2G E USO DA LEVEDURA LVY142",C12N 15/81
BR 10 2016 023593 6,10/10/2016,COMPOSIÇÃO PARA OBTENÇÃO DE UM AGENTE OXIDANTE NO CONTROLE DE INFECÇÃO NO PROCESSO FERMENTATIVO DE FABRICAÇÃO DE ETANOL E PROCESSO PARA CONTROLAR INFECÇÃO NO PROCESSO FERMENTATIVO DE FABRICAÇÃO DE ETANOL UTILIZANDO O PRODUTO ASSIM OBTIDO,A01N 59/08
BR 10 2016 022721 6,29/09/2016,OXIDAÇÃO DE ETANOL EM MEIO ÁCIDO OU BÁSICO UTILIZANDO CATALISADORES DO TIPO PTSNGABI SUPORTADOS EM CARBONO PRINTEX,B01J 23/644
BR 10 2016 020125 0,31/08/2016,"CATALIZADORES DE PT E GA, PODENDO CONTER SN OU NI, SUPORTADOS EM CARBONO VULCAN, PRINTEX OU PLASMA PARA A APLICAÇÃO EM CÉLULAS A COMBUSTÍVEL DE ELETRÓLITO POLIMÉRICO DIRETA DE ETANOL",H01M 4/92
BR 10 2016 019353 2,23/08/2016,SISTEMA OTIMIZADO PARA PRODUÇÃO DE ETANOL COM ARRANJO DE DESTILAÇÃO,C07C 29/80
BR 10 2016 018606 4,15/08/2016,ETANOL 2G E DERIVADOS OBTIDOS DO CAULE DE MANIHOT ESCULENTA (MANDIOCA),C12P 7/10
BR 10 2016 018132 1,04/08/2016,MÉTODO DE PARTIDA A FRIO DE UM MOTOR DE COMBUSTÃO INTERNA ALIMENTADO COM UMA MISTURA DE COMBUSTÍVEIS CONTENDO ETANOL,F02D 43/00
BR 11 2018 009863 9,04/08/2016,"LINHAGEM DE LEVEDURA MODIFICADA SACCHAROMYCES CEREVISIAE, SEU MÉTODO DE OBTENÇÃO E MÉTODO DE PRODUÇÃO DE ETANOL USANDO A MESMA",C12N 1/18
BR 10 2016 017560 7,28/07/2016,"LEVEDURA INDUSTRIAL GENETICAMENTE MODIFICADA LVY127 COM A VIA OXI-REDUTIVA DE CONVERSÃO DE XILOSE, CASSETES DE EXPRESSÃO GÊNICA, PROCESSO DE OBTENÇÃO DE ETANOL 2G E USO DA LEVEDURA LVY127",C12N 15/53
BR 11 2018 000806 0,23/07/2016,MICRORGANISMO CELULOLÍTICO NÃO NATURAL E MÉTODO DE PRODUÇÃO DE ETANOL A PARTIR DA BIOMASSA CELULÓSICA,C12N 15/74
BR 10 2016 016818 0,20/07/2016,FABRICAÇÃO DE ETILENO A PARTIR DE ETANOL,C07C 1/24
BR 11 2018 001189 4,20/07/2016,"APLICAÇÃO DE MEDIÇÃO, CONTROLE E AUTOMAÇÃO EM UM PROCESSO DE PRODUÇÃO DE ETANOL DE MOAGEM DE MILHO SECO PARA MAXIMIZAR A RECUPERAÇÃO DE ETANOL E CO-PRODUTOS",C12P 7/08
BR 10 2016 015888 5,07/07/2016,PROCESSO PARA PREPARAR UMA LAMA PRIMÁRIA E PARA PREPARAR ETANOL CELULÓSICO,C02F 1/68
BR 10 2016 015220 8,28/06/2016,UTILIZAÇÃO DE METABÓLITOS DE ORIGEM BACTERIANA COMO MICROBIOCIDA NO PROCESSO DE PRODUÇÃO DE ETANOL DE DIVERSAS FONTES,C12P 7/06
BR 11 2017 027978 9,20/06/2016,AÇO PARA EQUIPAMENTO DE ARMAZENAMENTO E EQUIPAMENTO DE TRANSPORTE PARA O ETANOL,C22C 38/00
BR 11 2018 074611 8,31/05/2016,Catalisador adequado para a reforma a vapor de uma corrente de gás de etanol e método para a produção de hidrogênio estável a partir de uma corrente de gás de etanol,C01B 3/40
BR 11 2017 025148 5,23/05/2016,Composição farmacêutica ou nutracêutica com resistência contra a influência do etanol e processo para a produção da dita composição,A61K 9/50
BR 11 2017 023522 6,04/05/2016,"PROCESSO PARA A CETONIZAÇÃO DESCARBOXILATIVA DE ÁCIDOS GRAXOS, ÉSTERES DE ÁCIDO GRAXO PRODUZIDOS PELA CONDENSAÇÃO DE ÁCIDOS GRAXOS COM METANOL, ETANOL, PROPANOL OU BUTANOL, OU MISTURAS DOS MESMOS NA FASE LÍQUIDA COM COMPOSTOS DE METAL COMO CATALISADORES",C07C 29/145
BR 11 2017 023955 8,04/05/2016,"CATALISADOR PARA A PRODUÇÃO DE 1,3-BUTADIENO A PARTIR DE ETANOL",B01J 23/89
BR 11 2017 023094 1,27/04/2016,"MÉTODOS PARA SELEÇÃO DE UMA CEPA DE LEVEDURA E PARA PRODUÇÃO DE PRODUTOS DE FERMENTAÇÃO OU ETANOL, CEPA DE LEVEDURA, E, USO DE UMA CEPA",C12N 1/18
BR 10 2016 007557 2,06/04/2016,PROCESSO DE SÍNTESE DE ETILENO E ÉTER DIETÍLICO A PARTIR DE ETANOL E USO DE CALIX[N]ARENO COMO CATALISADOR,C07C 11/04
BR 11 2017 020474 6,25/03/2016,"LEVEDURA MODIFICADA, MEIO DE FERMENTAÇÃO, MÉTODO PARA PRODUÇÃO DE UM BIOPRODUTO, ÁCIDO NUCLEICO, VETOR E MÉTODO DE FERMENTAÇÃO PARA PRODUZIR ETANOL",C12P 7/10
BR 11 2017 017769 2,16/03/2016,PROCESSOS PARA PRODUZIR UM PRODUTO DE FERMENTAÇÃO A PARTIR DE UMA MATÉRIA PRIMA LIGNOCELULÓSICA E PARA PRODUZIR ETANOL A PARTIR DE UMA MATÉRIA PRIMA LIGNOCELULÓSICA.,C12P 7/10
BR 11 2017 017892 3,16/03/2016,PROCESSO PARA PRODUZIR ETANOL,C12P 7/10
BR 11 2017 014203 1,29/12/2015,PROCESSO PARA PRODUZIR CORRENTES DE AMIDO EM UMA INSTALAÇÃO DE FERMENTAÇÃO A ETANOL EM MOINHO SECO,C12P 7/10
BR 13 2015 032426 9,23/12/2015,MÉTODO PARA HIDROLISAR UM MATERIAL CELULÓSICO E MÉTODO PARA PREPARAR ETANOL,C12P 19/02
BR 10 2015 030917 1,10/12/2015,PRODUÇÃO DE ETANOL 2G OBTIDO DA CASCA DA MANIHOT ESCULENTA COMO FONTE DE BIOMASSA LIGNOCELULÓSICA,C12P 7/08
BR 11 2017 014497 2,08/12/2015,PROCESSO PARA A PREPARAÇÃO DE ETENO POR DESIDRATAÇÃO QUÍMICA EM FASE DE VAPOR DE ETANOL,C07C 1/24
BR 11 2017 010659 0,24/11/2015,"CEPA DE LEVEDURA INDUSTRIAL, USO DA MESMA E PROCESSO PARA A PRODUÇÃO DE ETANOL",C12P 7/06
BR 11 2017 011198 5,23/11/2015,COMPOSIÇÃO FARMACÊUTICA OU NUTRACÊUTICA COM RESISTÊNCIA CONTRA A INFLUÊNCIA DO ETANOL,A61K 9/16
BR 11 2017 010149 1,13/11/2015,"MÉTODO PARA PREPARAR N-OCTANOL POR CONDENSAÇÃO DE GUERBET, INSTALAÇÃO PARA FABRICAR N-BUTANOL, N-OCTANOL E NDECANOL A PARTIR DE UMA FONTE DE ETANOL E UMA FONTE DE N-HEXANOL E PROCESSO CONTÍNUO PARA PREPARAR N-BUTANOL E N-OCTANOL",C07C 29/34
BR 10 2015 027170 0,27/10/2015,MÉTODO PARA PRODUZIR ETANOL UTILIZANDO CULTURA CONTÍNUA E APARELHO DE CULTURA CONTÍNUA,C12P 7/10
BR 11 2017 008128 8,22/10/2015,"PROCESSO DE MÚLTIPLOS ESTÁGIOS PARA CONVERTER FONTE DE CARBONO C1 EM UM PRODUTO FINAL, E, PROCESSO BIOLÓGICO DE MÚLTIPLOS ESTÁGIOS PARA CONVERTER CO EM ETANOL",C12P 7/06
BR 11 2017 005959 2,14/10/2015,LEVEDURA CAPAZ DE PRODUZIR ETANOL A PARTIR DE XILOSE,C12N 1/19
BR 11 2017 005914 2,22/09/2015,"PROCESSO PARA PRODUÇÃO DE ETANOL, E, ORGANISMO FERMENTADOR TRANSGÊNICO",C12N 1/19
BR 11 2017 004046 8,17/09/2015,"PROCESSO DE PRODUÇÃO DE BUTADIENO E HIDROGÊNIO, A PARTIR DE ETANOL EM DUAS ETAPAS REACIONAIS DE BAIXO CONSUMO EM ÁGUA E EM ENERGIA",C07C 1/20
BR 11 2017 004842 6,17/09/2015,"PROCESSO DE PRODUÇÃO DE BUTADIENO, A PARTIR DE ETANOL EM UMA ETAPA REACIONAL COM BAIXO CONSUMO EM ÁGUA E EM ENERGIA",C07C 1/20
BR 10 2015 022071 5,09/09/2015,SISTEMA DE RECUPERAÇÃO DE ÁGUAS RESIDUÁRIAS EM USINAS DE AÇÚCAR E ETANOL,C02F 9/02
BR 11 2017 002810 7,20/08/2015,ADUTOS DE DICLORETO DE MAGNÉSIO-ETANOL E COMPONENTES DE CATALISADOR OBTIDOS A PARTIR DOS MESMOS,C08F 4/654
BR 11 2017 001208 1,22/07/2015,PROCESSOS PARA PRODUZIR UM PRODUTO DE FERMENTAÇÃO E PARA PRODUZIR ETANOL,C12P 7/06
BR 11 2016 029824 1,24/06/2015,CÉLULA DE ZYMOMONAS RECOMBINANTE E PROCESSO PARA PRODUZIR ETANOL,C07K 14/195
BR 11 2016 027080 0,20/05/2015,"MÉTODO PARA A PRODUÇÃO DE PELO MENOS UM PRODUTO POR FERMENTAÇÃO MICROBIANA, E PARA A PRODUÇÃO DE ETANOL E 2,3-BUTANODIOL POR FERMENTAÇÃO MICROBIANA",C12P 7/40
BR 10 2015 011015 4,13/05/2015,PROCESSO PARA A REDUÇÃO DA FRICÇÃO DURANTE O TRANSPORTE DE ETANOL ATRAVÉS DE OLEODUTOS,C09K 3/00
BR 10 2015 009832 4,30/04/2015,"PROCESSO DE PRODUÇÃO DE HIDROCARBONETOS COMBUSTÍVEIS A PARTIR DE ETANOL SOBRE CATALISADORES TIPO APATITA, PROCESSO DE OBTENÇÃO DOS REFERIDOS CATALISADORES, CATALISADORES ASSIM OBTIDOS, E SEUS USOS",B01J 37/03
BR 11 2016 024831 7,20/04/2015,?PROCESSO DE PRODUÇÃO DE ETANOL CELULÓSICO INTEGRADO?,C12N 1/16
BR 10 2015 008190 1,13/04/2015,BIOCOMBUSTÍVEL A BASE DE ETANOL E GLICERINA COM ADIÇÃO DE BIOGÁS,C10L 1/02
BR 10 2015 008214 2,13/04/2015,BIOCOMBUSTÍVEL A BASE DE ETANOL E GLICERINA COM ADIÇÃO DE ÓLEO COMBUSTÍVEL,C10L 1/02
BR 10 2015 008198 7,13/04/2015,BIOCOMBUSTÍVEL A BASE DE ETANOL E GLICERINA COM ADIÇÃO DE GÁS NATURAL OU GÁS LIQUEFEITO DE PETRÓLEO,C10L 1/02
BR 10 2015 008009 3,09/04/2015,BIOCOMBUSTÍVEL A BASE DE ETANOL E GLICERINA,C10L 1/02
