,,,,,
BR6024958,8305508,30.09.1983,BR,PROCESSO PARA PRODUCAO DE ETANOL AQUOSO E RACAO SECA A PARTIR DE UMA BIOMASSA E PROCESSO PARA AUMENTAR A CONCENTRACAO DE ETANOL EM SOLUCAO AQUOSA DE ETANOL SUBSTANCIALMENTE LIVRE DE BIOMASSA,B01D 3/00; B01D 3/00; C12P 7/02; C12P 7/06
BR239463032,US2017025404,31.03.2017,BR,"MÉTODO PARA REMOÇÃO, POR EXTRAÇÃO, DE ESPÉCIES ÁCIDAS DE UMA CORRENTE RICA EM MEG",B01D 3/00; C07C 29/76; C07C 29/78; C07C 29/88; C10L 3/10; C07C 31/20
WO2012016831,PCT/EP2011/062413,20.07.2011,WO,HYDRIDE TRANSFER PROCESS FOR KETONE PREPARATION,C07C 29/143; C07C 45/29; C07C 49/403; C07C 31/10
BR244940887,EP2017062168,19.05.2017,BR,PROCESSO PARA SEPARAÇÃO DE DIÓIS,C07C 29/84; C07C 31/20
WO2011026642,PCT/EP2010/005447,04.09.2010,WO,METHOD AND SYSTEM FOR PRODUCING PELLETS FROM BIOMASS IN A PELLET PRESS FOR USE AS FUEL IN FIREPLACES,C10L 5/44; B30B 15/30
WO2014070583,PCT/US2013/066642,24.10.2013,WO,METHODS AND SYSTEMS FOR PROCESSING LIGNIN DURING HYDROTHERMAL DIGESTION OF CELLULOSIC BIOMASS SOLIDS WHILE PRODUCING A MONOHYDRIC ALCOHOL FEED,C10G 1/00; C07C 39/04; C07C 29/00; C10G 1/06; C10G 3/00; C12P 7/22; D21C 9/00
BR6310248,403178-4,30.07.2004,BR,Método para converter um álcool de amino-éter a uma amina de amino-éter e método para converter dimetilaminoetoxietanol a uma amina de amino-éter,C07C 213/08; C07B 61/00; C07B 61/00; C07C 213/00; C07C 213/02; C07C 213/10; C07C 217/00; C07C 217/08
WO2005093015,PCT/FR2005/000185,27.01.2005,WO,"METHOD FOR PRODUCING BIOFUELS, TRANSFORMING TRIGLYCERIDES INTO AT LEAST TWO BIOFUEL FAMILIES: FATTY ACID MONOESTERS AND ETHERS AND/OR SOLUBLE GLYCEROL ACETALS",C07C 67/03; C10L 1/02; C10L 1/18
BR5991805,8001309,05.03.1980,BR,PROCESSO DE PRODUCAO DE ETANOL A PARTIR DE CELULOSE,C12P 7/06; C12N 1/20; C12N 1/20; C12N 1/22; C12N 1/22; C12P 7/02; C12P 7/10; C12P 39/00; C12P 39/00; C12R 1/01
BR6230845,9913670-8,14.09.1999,BR,Processo para a preparação de ácidos carboxìlicos,B01J 23/76; B01J 23/76; B01J 23/75; B01J 23/75; C07B 61/00; C07B 61/00; C07C 51/16; C07C 51/16; C07C 51/295; C07C 53/00; C07C 53/10; C07C 53/126; C07C 59/00; C07C 59/08; C07C 59/125; C07C 213/00; C07C 213/08; C07C 217/00; C07C 217/08; C07C 227/00; C07C 227/02; C07C 229/00; C07C 229/08; C07C 229/12; C07C 229/16; C07C 229/22; C07F 9/00; C07F 9/38
BR128732872,102012002376,02.02.2012,BR,processo de produção e uso de lacases e/ou peroxidases obtidas a partir de agaricus blazei,C12P 21/00
BR368142223,102020025065,08.12.2020,BR,SOLUÇÃO NUTRITIVA ALTERNATIVA PARA PRODUÇÃO DE BIOSSURFACTANTE,C12N 1/22; C12P 1/02; C12P 1/04; C12R 1/125; C12R 1/385; C12R 1/74
WO2014192401,PCT/JP2014/059290,28.03.2014,WO,"METHOD FOR PRETREATING CELLULOSE-CONTAINING BIOMASS, METHOD FOR PRODUCING BIOMASS COMPOSITION FOR SACCHARIFICATION USE, AND METHOD FOR PRODUCING SUGAR",C13K 1/02; C12P 19/02
BR6194705,9714819-9,13.08.1997,BR,"Molécula de dna  isolada e purificada, cassete de expressão, processos para produzir células vegetais transformadas, células vegetais transformadas, plantas transgênicas férteis, planta  transformada regenerada das células vegetais, plantas transgênicas t0 e t1, semente transformada da planta, semente produzida pela planta t0 transgênica, planta transgênica progênie derivada da planta, plantas monocotiledÈnea e dicotiledÈnea transformadas, planta transgênica fértil, planta progênie, e, semente da progênie",A01H 5/00; A01H 5/00; C12N 15/82; C12N 15/82
BR6016370,8206776,22.11.1982,BR,PROCESSO DE PRODUCAO DE MISTURAS DE METANOL E ALCOOIS SUPERIORES E SISTEMA CATALITICO NELE EMPREGADO,C07C 27/06; B01J 23/06; B01J 23/06; B01J 23/76; B01J 23/86; B01J 23/885; C07B 61/00; C07B 61/00; C07C 27/00; C07C 27/00; C07C 29/00; C07C 29/15; C07C 29/153; C07C 29/154; C07C 31/00; C07C 31/02; C07C 67/00; C07C 67/00
WO2010111775,PCT/CA2010/000456,31.03.2010,WO,FED BATCH PROCESS FOR BIOCHEMICAL CONVERSION OF LIGNOCELLULOSIC BIOMASS TO ETHANOL,C12P 19/14; C12P 19/00
WO2014110223,PCT/US2014/010814,09.01.2014,WO,ENZYME PRODUCTION COMPOSITIONS AND METHODS,C12P 7/14
BR6248556,103890-7,05.09.2001,BR,Processo para preparação de ésteres de ácido carboxìlico,C07B 61/00; C07B 61/00; C07C 67/00; C07C 67/08; C07C 67/54; C07C 69/00; C07C 69/80
BR217845287,BR2015050075,12.06.2015,BR,"CASSETE DE EXPRESSÃO PARA A TRANSFORMAÇÃO DE CÉLULA EUCARIÓTICA, PROCESSO PARA A TRANSFORMAÇÃO DE CÉLULA EUCARIÓTICA, MICRO-ORGANISMO GENETICAMENTE MODIFICADO,
PROCESSO DE PRODUÇÃO DE BIOCOMBUSTÍVEIS E/OU BIOQUÍMICOS",C12N 15/81; C12N 15/67; C12P 7/06
WO2012119930,PCT/EP2012/053585,01.03.2012,WO,METHOD FOR PRODUCING PRIMARY AMINES BY MEANS OF HOMOGENEOUSLY-CATALYSED ALCOHOL AMINATION,C07C 209/14; C07C 209/82
BR6371295,PI0704208-6,01.10.2007,BR,USO DE ANTIBIÓTICOS IONÓFOROS NA FORMA MICELIAL EM FERMENTAÇÃO ALCOÓLICA,C12P 7/06; C12P 17/02
WO2018231948,PCT/US2018/037283,13.06.2018,WO,IMPROVEMENTS IN BIOLOGICAL CONVERSION AND PRODUCT RECOVERY PROCESSES,C12P 7/04; C12P 7/06; C12P 7/16
WO2014007189,PCT/JP2013/067977,01.07.2013,WO,METHOD FOR PRODUCING SUGAR SOLUTION,C12P 19/14
BR6299268,306043-8,17.12.2003,BR,Processo de remoção azeotrópica de água a partir de ésteres autogerados por esterificação de óleos fúseis de cana-de-açúcar e similares,C07C 67/00; C07C 67/08
WO2007009085,PCT/US2006/027466,12.07.2006,WO,PRODUCTION PLANT AND METHOD FOR CONVERTING BIOMASS,C12P 7/02; C12P 7/40
BR6264171,113156-7,10.08.2001,BR,"Método para produzir um planta dicotiledÈnea transformada, célula de planta transformada, cultura de múltiplos brotos, planta transformada, semente produzida pela planta transformada, método para produzir uma planta compreendendo um genoma de plastìdeo transformado, genoma de plastìdeo transformado, e, plastìdeo",A01H 5/00; A01H 5/00; A01H 4/00; A01H 4/00; C12N 5/10; C12N 5/10; C12N 15/09; C12N 15/09; C12N 15/82; C12N 15/82
BR6196704,9804235-1,08.10.1998,BR,Combustìvel betuminoso sólido e seu processo de fabricação.,C10L 5/00; C10L 5/16
BR6200675,9809662-1,16.05.1998,BR,Processo para a preparação de plastificantes de éster,C07C 67/00; C07B 61/00; C07B 61/00; C07C 67/00; C07C 67/08; C07C 69/00; C07C 69/80; C08K 5/00; C08K 5/10
BR389930561,US2014044662,27.06.2014,BR,MÉTODOS QUE UTILIZAM CASSETE DE EXPRESSÃO QUE CODIFICA O GENE CGR2 E/OU CGR3,C12N 9/10; C12N 15/82; C12N 15/54; A01H 5/00; A01H 5/10
BR5990047,7904676,08.06.1979,BR,"PROCESSO DE OBTENCAO DE COMBUSTIVEL BASEADO EM EMULSAO ESTAVEL DE ALCOOL ETILICO OU METILICO EM GASOLINA, OLEO DIESEL OU OLEO COMBUSTIVEL, E PRODUTO RESULTANTE",C10L 1/00; C10L 1/00
WO2009097346,PCT/US2009/032258,28.01.2009,WO,ISOLATED ALCOHOL DEHYDROGENASE ENZYMES AND USES THEREOF,C12N 15/53; C12N 9/04; C12N 1/15; C12N 1/19; C12N 1/21; C12P 7/58; C12P 19/02
BR6160410,,27.08.1996,BR,Biopolímero produzido por materiais provenientes da cultura da cana-de-açúcar via microorganismo zooglea sp. para utilização nas áreas de química e bioquímica fio cirúrgico e membranas biodegradáveis,A61L 15/16; A61L 15/22; A61L 15/36; A61L 17/00; A61L 17/00; A61L 27/00; A61L 27/00; C12N 1/20; C12N 1/20; C12P 1/04; C12P 1/04; C12P 19/00; C12P 19/02; C12R 1/01
BR6341078,PI 0504495-2,04.07.2005,BR,promotor do gene de defesa de cana-de-açucar induzido por herbivoria e sua utilização,C12N 15/29; C12N 15/29
BR128745539,102013003170,08.02.2013,BR,processo de produção de etanol a partir da biomassa de coníferas,C12P 7/10; C12R 1/865
WO2019053316,PCT/ES2018/070602,14.09.2018,WO,STRAIN OF SACCHAROMYCES CEREVISIAE AND USE THEREOF FOR MAKING ALCOHOLIC PRODUCTS,C12N 1/18; C12G 1/022; C12P 7/06; C12R 1/865
BR6241574,11175-9,12.04.2000,BR,"Fragmentos de ácidos nucléicos isolados, polipeptìdeos, fragmentos de ácidos nucléicos isolados da soja, do milho e do arroz, polipeptìdeos de mfp1, genes quiméricos, células hospederias transformadas, métodos para a alteração do nìve de expressão de uma protfìna mfp1 vegetal em uma célula hospedeira, métodos para a obtenção de um fragmento de ácido nucléico e produtos obtidos",C07K 14/415; C07K 14/415; C12N 15/82; C12N 15/82
BR128732415,102012012193,22.05.2012,BR,MEIO DE CULTURA PARA AUMENTAR A PRODUÇÃO DE ENZIMAS POR MICRO-ORGANISMOS; PROCESSO E SEU USO PARA AUMENTAR A PRODUÇÃO DE ENZIMAS QUE DEGRADAM POLISSACARÍDEOS DE BIOMASSA,C12N 1/22; C12N 9/42; C12N 1/14; C07H 19/16; C07H 19/213; C07D 295/088; C12R 1/645
BR21164012,PI0613813,14.06.2006,BR,PROCESSO QUIMIO-ENZIMÁTICO PARA PREPARAR ESCITALOPRAM,C07C 255/34; C07D 307/87; C12P 9/00; C12P 17/04; C12P 13/02
BR6212326,9909854-7,21.04.1999,BR,Plastificantes de alto desempenho a partir de oxo álcoois ramificados,C07C 67/00; C07C 67/08; C07C 69/00; C07C 69/003; C07C 69/76; C07C 69/80; C08K 3/00; C08K 3/00; C08K 5/00; C08K 5/10; C08K 5/12; C08L 27/00; C08L 27/06
WO2015181302,PCT/EP2015/061860,28.05.2015,WO,METHOD FOR PRODUCING PRODUCT OLEFINS BY CATALYTIC DEHYDRATION OF SUITABLE REACTANTS,C07C 1/24
BR6277739,204882-5,28.11.2002,BR,"Glutamina-sintetase, dna, bactéria, e, método para produzir um l-aminoácido",C12N 15/09; C12N 15/09; C12N 1/21; C12N 1/21; C12N 9/00; C12N 9/00; C12N 9/10; C12N 9/10; C12N 15/11; C12N 15/11; C12P 13/00; C12P 13/14; C12R 1/19
BR6379397,PI0803131-2,20.05.2008,BR,"USO DA BIOMASSA DE LEVEDURA COMO SUBSTRATO, SUPLEMENTADO OU NÃO, PARA PRODUÇÃO DE BIOPOLÍMERO TIPO GOMA XANTANA",C12P 19/06
WO2017070071,PCT/US2016/057455,18.10.2016,WO,PROCESS FOR THE PRODUCTION OF GLYCOLS,C07C 29/132; C07C 29/60; C07C 31/20; C07C 31/205
WO2017217380,PCT/JP2017/021689,12.06.2017,WO,"SACCHARIFICATION REACTION SOLUTION, SACCHARIFYING ENZYME COMPOSITION, SUGAR PRODUCTION METHOD, AND ETHANOL PRODUCTION METHOD",C12N 9/26; C12P 7/06; C12P 19/02; C13K 1/02
BR5998122,8104164,30.06.1981,BR,PROCESSO E EQUIPAMENTO PARA OBTENCAO DE ALCOOL ETILICO CARBURANTE NAO CORROSIVO,G01N 21/25; G01N 21/27; B01D 3/00; B01D 3/00; C07C 27/00; C07C 27/00; C07C 29/00; C07C 29/80; C07C 31/00; C07C 31/08; C07C 67/00; C07C 67/00; C10L 1/00; C10L 1/02; G01J 3/443; G01J 3/443; G01N 9/24; G01N 9/24; G01N 21/64; G01N 21/64
WO2015049785,PCT/JP2013/077046,04.10.2013,WO,METHOD FOR MANUFACTURING SUGAR HAVING GLUCOSE AS MAIN COMPONENT,C13K 1/02; C12P 19/14
WO2015025927,PCT/JP2014/071911,21.08.2014,WO,METHOD FOR MANUFACTURING SUGAR SOLUTION,C12P 19/02; C12P 7/06; C12P 7/56
WO2012016788,PCT/EP2011/061587,08.07.2011,WO,PROCESS TO MAKE OLEFINS FROM METHANOL AND ISOBUTANOL,C07C 1/20; C07C 4/06; C07C 11/06
BR6246735,16867-0,04.12.2000,BR,"Precursor de análogo de insulina, sequência de polinucleotìdeo, vetor de expressão, célula hospedeira, e, processos para fabricar um precursor de análogo de insulina e para fabricar um análogo de insulina",C12N 15/09; C12N 15/09; C07K 14/435; C07K 14/62; C12N 1/15; C12N 1/15; C12N 1/19; C12N 1/19; C12N 1/21; C12N 1/21; C12N 5/10; C12N 5/10; C12P 21/02; C12P 21/02
BR29927030,PI0617206,15.09.2006,BR,PROCESSO PARA USO DE BIOMASSA EM UM PROCESSO DE GERAÇÃO DE BIOGÁS,C12P 5/02
BR29931259,PI0806416,07.02.2008,BR,"MÉTODO DE FRACIONAMENTO DE UM MATERIAL LIGNOCELULÓTICO, CELULOSE RECUPERADA, MÉTODO PARA OBTENÇÃO DE GLICOSE, LIGNINA RECUPERADA, HEMICELULOSE RECUPERADA, MÉTODO PARA REGENERAR CELULOSE E MÉTODO PARA PRODUÇÃO DE ETANOL",C12P 7/12; C13K 1/02; D21C 3/20
BR6346817,PI 0511203-6,26.05.2005,BR,"métodos de produção de álcool, álcool purificado e aparelho para produção de etanol",C12P 5/00; C12P 5/02; C02F 3/12; C02F 3/12; C02F 3/28; C02F 3/28; C02F 3/34; C02F 3/34; C02F 11/04; C02F 11/04; C07C 29/00; C07C 29/151; C12P 7/02; C12P 7/04; C12P 7/08
BR128745538,102013003168,08.02.2013,BR,processo de produção de etanol a partir da biomassa do gênero pinus,C12P 7/10; C12R 1/865
WO2019010191,PCT/US2018/040734,03.07.2018,WO,CELL CULTURE PROCESS FOR MAKING A GLYCOPROTEIN,C07K 14/415; C12N 5/00; C12N 15/09; C12P 21/00; C12P 21/06
BR6003809,8104173,30.06.1981,BR,"PROCESSO PARA CONVERSAO CATALISADA POR ENZIMA DE ETANOL EM ACETALDEIDO,PROCESSO PARA PREPARAR COMPLEXOS ASSOCIADOS ESTAVEIS DE ACETALDEIDO EM SOLUCAO,SOLUCAO ESTAVEL DE ACETALDEIDO,PROCESSO PARA CONVERTER ETANOL EM ACETALDEIDO NA PRESENCA DE DESIDROGENASE DE ALCOOL E UM CO-FATOR PARA O MESMO E APARELHO UTILIZADO NO PROCESSO",C07C 45/00; C07C 45/86; C07C 47/02; C07C 47/07; C07C 47/09; C12M 1/40; C12M 1/40; C12P 1/00; C12P 1/00; C12P 7/24; C12P 7/24
BR128738227,102012020529,16.08.2012,BR,processo de obtenção de ésteres de ácidos graxos por catálise heterogênea empregando argilominerais do grupo 2:1,B01J 21/16; B01J 35/10; B01J 37/08; B01J 38/02; B01J 38/50; C07C 53/00; C07C 67/02; C07C 67/03; C10L 1/08
BR5994806,8006969,29.10.1980,BR,"PROCESSO PARA CONVERSAO DE REAGENTES COMPREENDENDO ALCOOIS INFERIORES E OXIGENADOS CORRELATOS EM COMPOSTOS DE CARBONOHIDROGENIO C10 E DE MENOR PONTO DE EBULICAO INCLUINDO COMPONENTES QUE FERVEM NA FAIXA DE GASOLINA, E GLP, E APARELHO PARA ENOBRECIMENTO DE MATERIAL EM FORMA DE VAPOR COMPREENDENDO METANOL",B01J 8/24; B01J 8/26; C07C 1/00; C07C 1/20; C10G 3/00; C10G 3/00
WO2020014328,PCT/US2019/041155,10.07.2019,WO,ALKYL LACTONE-DERIVED HYDROXYAMIDES AND ALKYL LACTONE-DERIVED HYDROXYESTERS FOR THE CONTROL OF NATURAL GAS HYDRATES,C07C 235/10; C07C 53/08; C09K 8/524; C10L 3/00
WO2018046515,PCT/EP2017/072294,06.09.2017,WO,PROCESS FOR DEHYDRATION OF MONO-ALCOHOL(S) USING A MODIFIED CRYSTALLINE ALUMINOSILICATE,B01J 29/06; B01J 29/40; B01J 29/65; B01J 29/70; C01B 39/02; C07C 1/24; C07C 5/25; C07C 5/27; C07C 11/00; C07C 11/08; C07C 11/09
BR6300560,308853-7,10.03.2003,BR,Tratamento de oxidação de uma corrente reciclada na produção de ácido acético por carbonilação de metanol,C07B 61/00; C07B 61/00; C07C 51/10; C07C 51/12; C07C 51/42; C07C 51/44; C07C 51/487; C07C 53/00; C07C 53/08; C08F 8/00; C08F 8/00
BR129542080,102013001098,16.01.2013,BR,PROCESSO DE OBTENÇÃO DE SUBSTRATO LINGNOCELULÓSICO E USO DO SUBSTRATO LIGNOCELULÓSICO,C12P 19/02; C12P 19/04; C12N 9/42; C12N 9/38
BR6228279,9910857-7,27.05.1999,BR,Tratamentos transdérmicos tópicos.,A61P 31/00; A61P 31/22; A01N 25/00; A01N 25/00; A01N 31/00; A01N 31/00; A01N 65/00; A61F 13/02; A61F 13/02; A61F 15/00; A61F 15/00; A61K; A61K 31/00; A61K 31/00; A61K 31/045; A61K 31/045; A61K 31/352; A61K 31/355; A61K 31/60; A61K 31/60; A61K 31/612; A61K 35/12; A61K 35/12; A61K 35/48; A61K 35/52; A61K 36/00; A61K 36/00; A61P 17/00; A61P 17/00; A61P 31/12; C07C 27/00; C07C 27/02; C07C 29/00; C07C 29/136; C07C 29/147; C07C 33/00; C07C 33/025
BR6185345,9805687-5,23.12.1998,BR,Processo para fabricação de produtos de purificação de águas servidas de uma reação de aldolisação ou subsq³ente hidratação,C02F 1/26; C02F 1/26; C02F 9/00; C02F 9/00; C07C 45/00; C07C 45/72
BR6010096,8104047,26.06.1981,BR,COMPOSICAO UTILIZAVEL PARA EVITAR OU RESTRINGIR ESPUMACAO INDESEJAVEL E PROCESSO PARA OBTENCAO DE ALCOOL A PARTIR DE CANADE-ACUCAR APLICANDO A MESMA,C12H 1/00; C12H 1/00; B01D 19/02; B01D 19/04; C08L 71/00; C08L 71/02; C12N 1/38; C12N 1/38; C12P 7/02; C12P 7/06
BR383817461,132021015146,30.07.2021,BR,PROCESSO PARA PRODUÇÃO SIMULTÂNEA DE ÁCIDO CÍTRICO E ENZIMAS CELULOLÍTICAS,C12P 7/48; C12P 1/02; C12N 9/42; C12R 1/80
BR6230415,9913192-7,10.08.1999,BR,"Processos para a produção de carbonatos de dialquila, e para a produção de carbonato de dimetila, e, catalisador homogêneo útil para reagir uréia e álcoois primários para produzir carbonatos de dialquila",B01D 3/14; B01D 3/32; B01J 31/12; B01J 31/12; B01J 31/16; B01J 31/16; B01J 31/22; C07C 68/00; C07C 68/00; C07C 69/00; C07C 69/96
BR6216829,1011-1,03.03.2000,BR,"Mutante ibdv infeccioso, engenheirado geneticamente, capaz de replicação em cultura de células cef, processo para a preparação do mesmo, e, vacina para uso na proteção de aves domésticas contra doença resultante de infecção por ibdv",C12N 15/09; C12N 15/09; A61K 39/12; A61K 39/12; A61P 31/00; A61P 31/12; C07K 14/005; C07K 14/08; C12N 5/10; C12N 5/10; C12N 7/00; C12N 7/00; C12N 15/00; C12N 15/00; C12N 15/01; C12N 15/01; C12N 15/12; C12N 15/12; C12P 21/02; C12P 21/02
BR246645421,EP2017072294,06.09.2017,BR,PROCESSO PARA DESIDRATAÇÃO DE MONO-ÁLCOOL(IS) USANDO UM SILICATO DE ALUMÍNIO CRISTALINO MODIFICADO,B01J 29/06; B01J 29/40; B01J 29/65; B01J 29/70; C01B 39/02; C07C 1/24; C07C 5/25; C07C 5/27; C07C 11/00; C07C 11/08; C07C 11/09
BR6257123,10798-0,18.05.2000,BR,Método para aumentar a celulose e modificar a biossìntese de lignina em plantas,A01H 5/00; A01H 5/00; C12N 5/10; C12N 5/10; C12N 9/10; C12N 9/10; C12N 15/05; C12N 15/05; C12N 15/09; C12N 15/09; C12N 15/82; C12N 15/82; C12Q 1/68; C12Q 1/68
BR6022944,8302341,05.05.1983,BR,"PROCESSO DE EXTRACAO DE OLEOS VEGETAIS COM ALCOOL ETILICO,SEGUIDO POR TRANSESTERIFICACAO COM ESTE ALCOOL PARA OBTENCAO DE COMBUSTIVEIS",C10L 1/00; C10L 1/02; C11B 1/00; C11B 1/10; C11C 3/00; C11C 3/04
BR6220373,7056-4,01.09.2000,BR,"Enzima mutante produtora de nucleosìdeo-5' -fosfato, métodos para a produção de uma enzima mutante produtora de nucleosìdeo-5' -fosfato, de um inibidor para uma enzima fosfatase ou de transfosforilação e de um nucleosìdeo-5' -fosfato, cristais de uma enzima, de fosfatase ácida e de complexo de fosfatase ácida, gene, dna recombinante, e, microorganismo",A61K 38/00; A61K 38/00; C12N 1/21; C12N 1/21; C12N 9/12; C12N 9/12; C12N 9/16; C12N 9/16; C12N 15/54; C12N 15/54
WO2009061746,PCT/US2008/082377,04.11.2008,WO,PROCESS FOR INTEGRATING CELLULOSE AND STARCH FEEDSTOCKS IN ETHANOL PRODUCTION,C12P 7/10; C12P 7/14
BR6231375,9914249-0,29.09.1999,BR,Processo para a preparação de acetato de etila,C07C 67/44; C07B 61/00; C07B 61/00; C07C 67/00; C07C 67/40; C07C 67/54; C07C 67/60
BR128742301,102013029606,18.11.2013,BR,eliminando a necessidade de acidificação na produção de bioetanol,C12P 1/02; C12P 7/06; C12P 7/08
BR217845476,US2015062469,24.11.2015,BR,MÉTODO DE PRODUZIR UM PRODUTO BIOQUÍMICO E ÓLEO DE MILHO A PARTIR DE MILHO,C12P 7/06; A01F 25/14; A01D 45/02; B65D 30/00
WO2017037241,PCT/EP2016/070732,02.09.2016,WO,YEAST ALLELES INVOLVED IN TOLERANCE TO HIGH ALCOHOL LEVELS,C12N 1/18; C12P 7/06
WO2013187385,PCT/JP2013/066014,11.06.2013,WO,METHOD FOR PRODUCING SUGAR SOLUTION,C12P 19/14; C12P 1/00; C12P 7/10; C13K 1/04; C12P 7/56
WO2015077576,PCT/US2014/066846,21.11.2014,WO,HIGH FORCE AND HIGH STRESS DESTRUCTURING FOR STARCH BIOMASS PROCESSING,A23K 1/14; C12P 19/02; C08H 8/00
BR6261530,110008-4,11.04.2001,BR,Processo e catalisador para desidrogenação de álcoois primários na produção de sais de ácido carboxìlico,B01J 23/70; B01J 23/70; B01J 23/72; B01J 23/72; B01J 23/76; B01J 23/80; B01J 23/835; B01J 35/00; B01J 35/04; B01J 37/00; B01J 37/34; C07C 51/16; C07C 51/235; C07C 227/00; C07C 227/02; C07C 229/00; C07C 229/16; C07F 9/00; C07F 9/38
BR6371376,PI0704358-9,21.11.2007,BR,PROCESSO DE EXTRAÇÃO DE AMIDO DE MANDIOCA E DE SUAS FIBRAS A PARTIR DE RESÍDUOS DA INDUSTRIALIZAÇÃO DA MANDIOCA,A23L 1/211; A23L 1/214; A23L 1/015; A23B 7/022
WO2005121345,PCT/EP2005/006012,04.06.2005,WO,IMPROVED TRANSFORMATION OF SOYBEAN,C12N 15/82
BR203537501,US2014023443,11.03.2014,BR,"MÉTODOS DE ENGENHARIA DE UMA PLANTA TENDO
CONTEÚDO REDUZIDO DE LIGNINA E DE OBTENÇÃO DE UMA
QUANTIDADE AUMENTADA DE AÇÚCARES SOLÚVEIS DE UMA
PLANTA EM UMA REAÇÃO DE SACARIFICAÇÃO",A01H 5/00; C12N 15/82
BR6042281,8502965,20.06.1985,BR,PROCESSO APERFEICOADO PARA RECUPERAR ALCOOIS DE CORRENTES DE ALIMENTACAO DE ACIDO/ALCOOL,C07C 27/00; C07C 27/00; C07C 29/00; C07C 29/80; C07C 29/86; C07C 31/00; C07C 31/02; C07C 67/00; C07C 67/00
WO2017170552,PCT/JP2017/012643,28.03.2017,WO,METHOD FOR PRODUCING SUGAR LIQUOR,C12P 7/10; C12P 19/14; C13K 1/02
BR6357511,PI 0515747-1,07.12.2005,BR,processo para a produção de álcoois de açúcar,C07C 29/00; C07C 29/141; C07C 31/00; C07C 31/26
BR164104595,102014024610,02.10.2014,BR,PROCESSO DE PRODUÇÃO DE SOLVENTES UTILIZANDO A FERMENTAÇÃO ACETONA-BUTANOL-ETANOL (ABE),C12P 7/10; C12P 7/16; C12P 7/28; C12R 1/145
WO2018112376,PCT/US2017/066737,15.12.2017,WO,METHOD FOR INCREASING THE PRODUCTION OF ETHANOL FROM CORN FIBER IN A STARCH HYDROLYSIS PROCESS,C12P 19/02
WO2015128202,PCT/EP2015/053053,13.02.2015,WO,CONTINUOUS PROCESS FOR PRODUCING AN ETHYLENE GLYCOL STREAM,C07C 29/141; C07C 29/60; C07C 29/00
BR6181957,9712457-5,29.10.1997,BR,Celulose sintetase vegetal e sequências promotoras,A01H 5/00; A01H 5/00; C12N 5/10; C12N 5/10; C12N 9/10; C12N 9/10; C12N 15/09; C12N 15/09; C12N 15/29; C12N 15/29; C12N 15/82; C12N 15/82; C12Q 1/68; C12Q 1/68
BR6380141,PI0804554-2,24.10.2008,BR,"PROCESSO E EQUIPAMENTO AUTOMATIZADO DE PRODUÇÃO DE CARVÃO VEGETAL, COM MONITORAMENTO CONTÍNUO DE PESO E TEMPERATURA",C10L 5/44; C10B 53/02
WO2020182515,PCT/EP2020/055423,02.03.2020,WO,METHOD OF INCREASING RESISTANCE AGAINST SOYBEAN RUST IN TRANSGENIC PLANTS BY EXPRESSION OF A SUGAR TRANSPORTER,C12N 15/82; C07K 14/415
BR244951830,SE2017050826,16.08.2017,BR,MÉTODO PARA CONVERTER ÁLCOOIS EM ALCANOS LINEARES E RAMIFICADOS FUNCIONALIZADOS,C07C 29/34; C07B 31/00; C07B 33/00; C07B 35/02; C07B 35/04
BR355926767,US2013042927,28.05.2013,BR,MÉTODO E SISTEMA PARA PROPAGAÇÃO DE ETANOLOGÊNIO PARA USO NA PRODUÇÃO DE UM PRODUTO DE FERMENTAÇÃO COMPREENDENDO ETANOL DE BIOMASSA,C12N 1/18; C12N 1/16; C12M 1/00
BR76648989,PI1101818,29.04.2011,BR,PROCESSO FLEXÍVEL DE TRANSFORMAÇÃO DO ETANOL EM DESTILADOS MÉDIOS UTILIZANDO UM SISTEMA CATALÍTICO HOMOGÊNEO E UM SISTEMA CATALÍTICO HETEROGÊNEO,B01J 21/12; B01J 29/46; C07C 1/24; C07C 2/08; C10G 3/00; C10G 50/00; C10L 1/04; C07C 11/04
WO2017217116,PCT/JP2017/016099,21.04.2017,WO,NOVEL MICROALGA HAVING AGGREGATION ABILITY,C12N 1/12; C12P 7/06; C12R 1/89
BR6370775,PI0702746-0,27.07.2007,BR,"SISTEMA DE GASEIFICAÇÃO DE PROPANOTRIOL PARA PRODUÇÃO DE GÁS COMBUSTÍVEL SINTÉTICO, BIOGÁS, COM PRODUÇÃO DE ENERGIA TÉRMICA OU ELÉTRICA",C10L 3/08; B01J 7/00; C01B 3/22
BR29928146,PI0617631,20.10.2006,BR,"PLANTA TRANSGÊNICA, PARTE DE PLANTA TRANSGÊNICA, SEQÜÊNCIA DE POLINUCLEOTÍDEO ISOLADA E MÉTODO PARA PRODUZIR UMA PLANTA TRANSGÊNICA COM CONTEÚDO AUMENTADO DE CELULOSE QUANDO COMPARADO COM UMA PLANTA NÃO TRANSGÊNICA",A01H 5/02; A01H 5/08; A01H 5/10; C12N 15/00; C12N 15/63; C12N 15/64; C12N 15/82
BR6380171,PI0804611-5,07.07.2008,BR,PROCESSO PARA PRODUÇÃO DE BIOMASSA E PROTEÍNAS POR MICROALGAS,C12P 21/00; A23J 3/20; C12R 1/89
